concept;feature
surfboard;is painted
surfboard;is strong
surfboard;is used by surfers
surfboard;is used in Australia
swan;is white
swan;is a bird
swan;has a beak
swan;does swim
swan;has feathers
swan;has a long neck
swan;has a neck
swan;has feet
swan;does fly
swan;has webbed feet
swan;has cygnets
swan;is aggressive
swan;does hiss
swan;has wings
swan;is owned by the queen
swan;does live by water
swan;does protect
swan;is elegant
swan;is graceful
swan;does lay eggs
swan;does live in rivers
swan;is pretty_attractive_beautiful
swan;is protective of young
swan;does eat
swan;does mate for life
swan;has an orange beak
swan;is big_large
swan;is strong
swan;does break legs
swan;does breed_mate
swan;does glide
swan;does honk
swan;does migrate
swan;does nest
swan;does waddle
swan;has legs
swan;has waterproof feathers
swan;is a water bird
swan;does eat bread
swan;has big wings
swan;has orange feet
swan;has two legs
swan;is black
swan;is eaten_edible
sweater;is warm
sweater;has sleeves
sweater;is clothing
sweater;made of wool
sweater;is worn
sweater;made of cotton
sweater;is a jumper
sweater;made of fabric_cloth_material
sweater;is knitted
sweater;is worn over clothes
sweater;has a neck
sweater;is comfortable
sweater;is worn on upper body
sweater;does come in colours
sweater;has long sleeves
sweater;has a head hole
sweater;is patterned
sweater;is soft
sweater;is worn in winter
sweater;is worn by humans
sweater;is worn by men and women
sweater;is worn when cold
sweater;made of synthetic materials
sweater;is American
sweater;is fashionable
sweater;made of polyester
sweet_potato;is a vegetable
sweet_potato;is orange
sweet_potato;is used in cooking
sweet_potato;is sweet
sweet_potato;has skin_peel
sweet_potato;does grow in ground
sweet_potato;is eaten_edible
sweet_potato;made of carbohydrate_starch
sweet_potato;is a root vegetable
sweet_potato;is tasty
sweet_potato;does grow
sweet_potato;is food
sweet_potato;is roasted
sweet_potato;is a tuber
sweet_potato;is brown
sweet_potato;is grown
sweet_potato;has flesh
sweet_potato;is a yam
sweet_potato;is baked
sweet_potato;is healthy
sweet_potato;is potato
sweet_potato;is boiled
sweet_potato;is mashed
sweet_potato;is peeled
sweet_potato;is red
sweet_potato;has orange flesh
sweet_potato;has roots
sweet_potato;is big_large
sweet_potato;is circular_round
sweet_potato;is hard
sweet_potato;is not found in Britain
sweet_potato;is soft
sweet_potato;is soft when cooked
swimsuit;is worn
swimsuit;is worn for swimming
swimsuit;is clothing
swimsuit;is for women_females_girls
swimsuit;is stretchy
swimsuit;is used in water
swimsuit;made of lycra
swimsuit;has a strap_straps
swimsuit;is watertight_waterproof
swimsuit;does cover
swimsuit;is found on beaches
swimsuit;made of fabric_cloth_material
swimsuit;is colourful
swimsuit;is revealing
swimsuit;is tight
swimsuit;made of elastic
swimsuit;has two parts
swimsuit;is aerodynamic_streamlined
swimsuit;is for holidays
swimsuit;is one piece
swimsuit;is thin
swimsuit;is ugly
swimsuit;is used in sport
swimsuit;is worn in  a pool
swimsuit;does come in colours
swimsuit;does dry
swimsuit;does dry quickly
swimsuit;has designs
swimsuit;has styles
swimsuit;is associated with summer
swimsuit;is black
swimsuit;is cold
swimsuit;is fashionable
swimsuit;is light
swimsuit;is used for modesty
swimsuit;is worn on upper body
swimsuit;made of nylon
swing;has a seat_seats
swing;is entertaining_fun
swing;is for children
swing;made of metal
swing;made of rope
swing;made of plastic
swing;does swing
swing;has chains
swing;is found in the playground
swing;has a frame
swing;made of wood
swing;is a toy
swing;is sat on
swing;does move back and forth
swing;is found in parks
swing;is played with
swing;does hang from something
swing;is found in gardens
swing;is found outside
swing;is pushed
swing;is an outdoor toy
swing;is dangerous
swing;made of rubber
swing;does make you fall
swing;is a childs toy
swing;is found on trees
swing;made of a tyre
sword;made of metal
sword;is sharp
sword;is a weapon
sword;has a blade_blades
sword;has a handle_handles
sword;is ancient_medieval
sword;is heavy
sword;is used in battle_war
sword;is long
sword;does kill
sword;has a point
sword;is kept in scabbards
sword;does cut
sword;is dangerous
sword;is used for fighting
sword;has an edge
sword;does hurt
sword;has a hilt
sword;does stab
sword;is shiny
sword;is silver
sword;made of wood
sword;does go with shields
sword;does protect
sword;has a pommel
sword;has a sharp point
sword;has jewels
sword;is for nobles
sycamore;is a tree
sycamore;has leaves
sycamore;has a trunk
sycamore;has branches
sycamore;has seeds
sycamore;is tall
sycamore;has roots
sycamore;is green
sycamore;is big_large
sycamore;made of wood
sycamore;does grow
sycamore;has bark
sycamore;has helicopter seeds
sycamore;is deciduous
sycamore;does photosynthesise
sycamore;is brown
sycamore;does spin
sycamore;has green leaves
sycamore;is a plant
sycamore;is found in forests_woods
sycamore;does block sunlight
sycamore;does blow in the wind
sycamore;does need water
sycamore;has a song named after it
sycamore;has big leaves
sycamore;is found in Britain_UK_England
sycamore;is natural
sycamore;is small
syringe;made of plastic
syringe;does inject
syringe;has a needle
syringe;has a plunger
syringe;made of metal
syringe;is a medical instrument
syringe;is sharp
syringe;does draw up liquid
syringe;has a body
syringe;has a point
syringe;is used by doctors
syringe;has measurements on side
syringe;is a tool
syringe;does eject liquid
syringe;does measure
syringe;does inject liquids
syringe;is used by drug users
syringe;is used in hospital
syringe;is used to take blood
syringe;does contain_hold
syringe;does create pressure
syringe;does hold_contain liquid_water
syringe;is dangerous
syringe;is scary
syringe;is used for giving drugs
syringe;is useful
syringe;made of glass
syringe;does carry disease
syringe;does inject people
syringe;does measure liquid
syringe;is cylindrical
syringe;is for patients
syringe;is handheld
syringe;is owned by nurses
table;made of wood
table;has legs
table;has a top
table;is for eating off
table;made of plastic
table;is furniture
table;made of metal
table;has a flat surface
table;is used to put things on
table;has four legs
table;does go with chairs
table;is for work
table;is rectangular_square
table;made of glass
table;is circular_round
table;is found in dining rooms
table;has a cloth
table;is big_large
table;is sat at
table;does store
table;is found in kitchens
table;is useful
table;is sturdy
table;does hold food
table;is for leaning on
table;is found in homes_houses
table;is hard
table;is long
table;is small
table;is used to eat dinner
tambourine;is a musical instrument
tambourine;made of metal
tambourine;is circular_round
tambourine;is noisy_loud
tambourine;has bells
tambourine;is played_does play
tambourine;does make sound_a noise
tambourine;made of wood
tambourine;has cymbals
tambourine;is hit
tambourine;has skin
tambourine;is handheld
tambourine;is percussion
tambourine;does jingle
tambourine;is light
tambourine;is for children
tambourine;is played in bands
tambourine;is shaken
tambourine;is a drum
tambourine;is annoying
tambourine;made of metal cymbals
tambourine;made of plastic
tambourine;made of wood and metal
tambourine;does make music
tambourine;has a handle_handles
tambourine;is hit with the hand
tambourine;is played by musicians
tambourine;is small
tambourine;is used in folk music
tambourine;made of metal and plastic
tambourine;does rattle
tambourine;has a frame
tambourine;has small cymbals
tambourine;is associated with being unmusical
tambourine;is easy to carry
tambourine;is easy to play
tambourine;is flat
tambourine;is played with hands
tambourine;is rhythmic
tambourine;is used by dancers
tambourine;is used by gypsies
tangerine;is orange
tangerine;is a fruit
tangerine;has skin_peel
tangerine;has segments
tangerine;has pips_seeds
tangerine;is sweet
tangerine;is an orange
tangerine;is small
tangerine;is juicy
tangerine;is peeled
tangerine;does grow
tangerine;does grow on trees
tangerine;is eaten_edible
tangerine;has pith
tangerine;is circular_round
tangerine;is sour_sharp_acidic
tangerine;does grow in hot countries
tangerine;has vitamins
tangerine;is tasty
tangerine;is a citrus fruit
tangerine;is citrus
tangerine;has hard_tough skin
tangerine;has inedible skin
tangerine;has thick skin
tangerine;is healthy
tangerine;has white pith
tangerine;has zest
tangerine;is associated with Christmas
tangerine;is bumpy
tangerine;is easy to peel
tangerine;is grown
tangerine;is soft
tangerine;is sold_bought
tangerine;is tangy
tank;made of metal
tank;is used in army_military
tank;has tracks
tank;is a vehicle
tank;is big_large
tank;has guns
tank;is used in battle_war
tank;is heavy
tank;has armour
tank;has caterpillar tracks
tank;is dangerous
tank;has a turret
tank;is green
tank;is used by soldiers
tank;does drive_is driven
tank;does fire
tank;has a crew
tank;is a military vehicle
tank;is a weapon
tank;is strong
tank;is used on rough terrains
tank;does move
tank;does protect
tank;has a big gun
tank;has an engine
tank;is camouflaged
tank;is slow
tank;is transport
tank;does destroy
tank;does roll
tank;does use fuel_diesel_petrol
tank;has a cannon
tank;has a hatch
tank;has weapons
tank;has wheels
tank;is expensive
tank;is for attack
tank;is scary
tarantula;has legs
tarantula;has eight legs
tarantula;is a spider
tarantula;has fur_hair
tarantula;is big_large
tarantula;is scary
tarantula;has eyes
tarantula;has fur_hair
tarantula;is poisonous
tarantula;does eat
tarantula;does spin webs
tarantula;has a body
tarantula;does bite
tarantula;is an arachnid
tarantula;does eat insects
tarantula;is black
tarantula;does crawl
tarantula;is a big spider
tarantula;has a big body
tarantula;has eight eyes
tarantula;has hairy legs
tarantula;is a pet
tarantula;does eat flies
tarantula;has fangs
tarantula;is an insect
tarantula;does jump
tarantula;does kill
tarantula;is a predator
tarantula;is an invertebrate
tarantula;is dangerous
tarantula;is foreign
tarantula;is harmless
tarantula;is thick
taxi;is expensive
taxi;is yellow
taxi;is black
taxi;is a car
taxi;does carry_transport
taxi;made of metal
taxi;has a meter
taxi;has wheels
taxi;has passengers
taxi;is useful
taxi;is yellow in New York
taxi;has a sign
taxi;is a vehicle
taxi;is black in London
taxi;has a taxi driver
taxi;does drive_is driven
taxi;does go anywhere
taxi;has four wheels
taxi;is hired
taxi;does go to locations
taxi;does need payment
taxi;has a light
taxi;has a seat_seats
taxi;has an engine
taxi;does carry_transport people
taxi;has a door_doors
taxi;is paid for
taxi;does pollute
taxi;does take paying customer to destination
taxi;does use fuel_diesel_petrol
taxi;has a number
taxi;has four doors
taxi;is fast
taxi;is hailed
taxi;made of plastic
tea;has leaves
tea;is hot
tea;is a drink
tea;made of milk
tea;made of water_is watery
tea;is drunk
tea;has caffeine
tea;is brown
tea;is in a cup
tea;has sugar
tea;is a plant
tea;is tasty
tea;is in a teabag
tea;does infuse
tea;is cold
tea;does smell good_nice
tea;has hot water
tea;is found in Britain_UK_England
